legalEntityIdentifier;lastPublicUpdate;status;assignmentDate;renewalDate;expirationDate;expirationReason;successorLei;successorName;registeredName;legalEntityStatus;businessRegisterCode;businessRegistryIdentifier;legalForm;legalRegistrationAddress.firstAddressLine;legalRegistrationAddress.additionalAddressLine1;legalRegistrationAddress.additionalAddressLine2;legalRegistrationAddress.additionalAddressLine3;legalRegistrationAddress.city;legalRegistrationAddress.postalCode;legalRegistrationAddress.region;legalRegistrationAddress.country;headquartersAddress.firstAddressLine;headquartersAddress.additionalAddressLine1;headquartersAddress.additionalAddressLine2;headquartersAddress.additionalAddressLine3;headquartersAddress.city;headquartersAddress.postalCode;headquartersAddress.region;headquartersAddress.country;legalJurisdiction;entityCategory;validationSources;validationAuthorityID;validationAuthorityEntityID;managingLou
724500Z6FGXIX41DFT91;27-12-2022;ISSUED;23-01-2015;27-12-2023;;;;;Christiaan Wüst Holding B.V.;ACTIVE;RA000463;23053737;Besloten Vennootschap;Burg de Zeeuwstraat 195;;;;Numansdorp;3281AH;;NL;Burg de Zeeuwstraat 195;;;;Numansdorp;3281AH;;NL;NL;;FULLY_CORROBORATED;RA000463;23053737;724500A93Z8V1MJK5349
724500EHONCLXZZIKG95;27-12-2022;ISSUED;16-04-2015;27-12-2023;;;;;P. Vermeulen Beheer B.V.;ACTIVE;RA000463;20073449;Besloten Vennootschap;Brandseweg 51A;;;;Etten-Leur;4871CH;;NL;Brandseweg 51A;;;;Etten-Leur;4871CH;;NL;NL;;FULLY_CORROBORATED;RA000463;20073449;724500A93Z8V1MJK5349
724500ZC5BMH231YPD42;27-12-2022;ISSUED;02-05-2014;27-12-2023;;;;;C.J. Fase Beheer B.V.;ACTIVE;RA000463;24095367;Besloten Vennootschap;Oosteinde 7d;;;;Barendrecht;2991LG;;NL;Oosteinde 7d;;;;Barendrecht;2991LG;;NL;NL;;FULLY_CORROBORATED;RA000463;24095367;724500A93Z8V1MJK5349
724500H5J62VBP038003;27-12-2022;ISSUED;28-11-2014;27-12-2023;;;;;JKT Foods Europe B.V.;ACTIVE;RA000463;24410709;Besloten Vennootschap;Veraartlaan 8;;;;Rijswijk;2288GM;;NL;Veraartlaan 8;;;;Rijswijk;2288GM;;NL;NL;;FULLY_CORROBORATED;RA000463;24410709;724500A93Z8V1MJK5349
724500GEGBA7MFR4GT62;27-12-2022;ISSUED;12-06-2014;27-12-2023;;;;;Horas Beheer B.V.;ACTIVE;RA000463;34263465;Besloten Vennootschap;Frans Everstijnstraat 33;;;;Voorschoten;2251RS;;NL;Frans Everstijnstraat 33;;;;Voorschoten;2251RS;;NL;NL;;FULLY_CORROBORATED;RA000463;34263465;724500A93Z8V1MJK5349
7245000GIAYG0MRVU222;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;FEMMIE B.V.;ACTIVE;RA000463;70194475;Besloten Vennootschap;Zeereepstraat 23;;;;Katwijk;2225MG;;NL;Zeereepstraat 23;;;;Katwijk;2225MG;;NL;NL;;FULLY_CORROBORATED;RA000463;70194475;724500A93Z8V1MJK5349
7245004FUMK9YNL5RH05;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Wakker Inkoopadvies;ACTIVE;RA000463;56736991;Eenmanszaak;Spijkse Kweldijk 3;;;;Heukelum;4161BP;;NL;Spijkse Kweldijk 3;;;;Heukelum;4161BP;;NL;NL;SOLE_PROPRIETOR;FULLY_CORROBORATED;RA000463;56736991;724500A93Z8V1MJK5349
724500DFBPY06F8FP385;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Van der Horst Holdings B.V.;ACTIVE;RA000463;17106279;Besloten Vennootschap;van Oldenbarneveltlaan 8;;;;Eindhoven;5631AH;;NL;van Oldenbarneveltlaan 8;;;;Eindhoven;5631AH;;NL;NL;;FULLY_CORROBORATED;RA000463;17106279;724500A93Z8V1MJK5349
724500E9T1MS4B3LXT26;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Venbie Holding B.V.;ACTIVE;RA000463;16076352;Besloten Vennootschap;De Misse 39;;;;Berlicum;5258JS;;NL;De Misse 39;;;;Berlicum;5258JS;;NL;NL;;FULLY_CORROBORATED;RA000463;16076352;724500A93Z8V1MJK5349
724500S4L2Q7149C3J83;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Vconnection B.V.;ACTIVE;RA000463;32102978;Besloten Vennootschap;Spacelab 43;2e verdieping unit 8;;;Amersfoort;3824MR;;NL;Spacelab 43;2e verdieping unit 8;;;Amersfoort;3824MR;;NL;NL;;FULLY_CORROBORATED;RA000463;32102978;724500A93Z8V1MJK5349
7245008FDK4SR1GR3588;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Van Veenendaal Holding B.V.;ACTIVE;RA000463;39085939;Besloten Vennootschap;Artemisweg 232;;;;Lelystad;8239DE;;NL;Artemisweg 232;;;;Lelystad;8239DE;;NL;NL;;FULLY_CORROBORATED;RA000463;39085939;724500A93Z8V1MJK5349
72450058SER4593IXT68;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Van Koert Stamrecht B.V.;ACTIVE;RA000463;24349043;Besloten Vennootschap;Plateelstraat 62;;;;Gouda;2801WH;;NL;Plateelstraat 62;;;;Gouda;2801WH;;NL;NL;;FULLY_CORROBORATED;RA000463;24349043;724500A93Z8V1MJK5349
7245003NMZ9ECJRV7P36;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Van Benten Holding B.V.;ACTIVE;RA000463;24244253;Besloten Vennootschap;Goudenregenstraat 21;;;;Monster;2681GE;;NL;Goudenregenstraat 21;;;;Monster;2681GE;;NL;NL;;FULLY_CORROBORATED;RA000463;24244253;724500A93Z8V1MJK5349
724500FTZCWUDGMZ8621;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Stichting Van der Honing - Hoitinga;ACTIVE;RA000463;01094924;Stichting;Zilverparkkade 28;;;;Lelystad;8232WJ;;NL;Zilverparkkade 28;;;;Lelystad;8232WJ;;NL;NL;;FULLY_CORROBORATED;RA000463;01094924;724500A93Z8V1MJK5349
724500PNXX9RI9S20B55;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Stichting Theo Wiro;ACTIVE;RA000463;41087118;Stichting;St Wirostraat 2;;;;Eindhoven;5643MZ;;NL;St Wirostraat 2;;;;Eindhoven;5643MZ;;NL;NL;;FULLY_CORROBORATED;RA000463;41087118;724500A93Z8V1MJK5349
724500E8TLVO8TJLLK32;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;V.O.F. Zeevalkink Hengelo;ACTIVE;RA000463;09176112;Vennootschap Onder Firma;Steenderenseweg 23;;;;Hengelo (Gld);7255KC;;NL;Steenderenseweg 23;;;;Hengelo (Gld);7255KC;;NL;NL;;FULLY_CORROBORATED;RA000463;09176112;724500A93Z8V1MJK5349
7245005SS8FBTIQQUW37;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;V.O.F. Gebroeders Boes;ACTIVE;RA000463;35021174;Vennootschap Onder Firma;Anna van Renesseplein 29;;;;Uitgeest;1911KT;;NL;Anna van Renesseplein 29;;;;Uitgeest;1911KT;;NL;NL;;FULLY_CORROBORATED;RA000463;35021174;724500A93Z8V1MJK5349
7245004216SKSTTZFV68;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;V.O.F. G. Sonder;ACTIVE;RA000463;06061790;Vennootschap Onder Firma;Echelpoelweg 12;;;;Weerselo;7595KA;;NL;Echelpoelweg 12;;;;Weerselo;7595KA;;NL;NL;;FULLY_CORROBORATED;RA000463;06061790;724500A93Z8V1MJK5349
724500HV0UOAGGJGB377;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Urquhart Management B.V.;ACTIVE;RA000463;09114855;Besloten Vennootschap;Papenkamp 20;;;;Arnhem;6836BD;;NL;Papenkamp 20;;;;Arnhem;6836BD;;NL;NL;;FULLY_CORROBORATED;RA000463;09114855;724500A93Z8V1MJK5349
724500YN0TC611BCQ230;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Tussen de Rivieren B.V.;ACTIVE;RA000463;11032771;Besloten Vennootschap;Dorpsstraat 15;;;;Ingen;4031MC;;NL;Dorpsstraat 15;;;;Ingen;4031MC;;NL;NL;;FULLY_CORROBORATED;RA000463;11032771;724500A93Z8V1MJK5349
72450040FYJHEB9YBR13;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Toby Holding B.V.;ACTIVE;RA000463;27273817;Besloten Vennootschap;Jan Steenstraat 136;;;;Maassluis;3141HD;;NL;Jan Steenstraat 136;;;;Maassluis;3141HD;;NL;NL;;FULLY_CORROBORATED;RA000463;27273817;724500A93Z8V1MJK5349
724500QUEJUHEEDABS67;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Tinide Holdings B.V.;ACTIVE;RA000463;55415679;Besloten Vennootschap;Koningsweg 93;;;;Utrecht;3582GC;;NL;Koningsweg 93;;;;Utrecht;3582GC;;NL;NL;;FULLY_CORROBORATED;RA000463;55415679;724500A93Z8V1MJK5349
724500QKA0PTDZTPIO79;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Tinamar B.V.;ACTIVE;RA000463;54480876;Besloten Vennootschap;Stenderland 36;;;;Amerongen;3958GG;;NL;Stenderland 36;;;;Amerongen;3958GG;;NL;NL;;FULLY_CORROBORATED;RA000463;54480876;724500A93Z8V1MJK5349
724500GDP3CTQW2OT718;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Tiger W.M. Holding B.V.;ACTIVE;RA000463;34372080;Besloten Vennootschap;Mies Noltelaan 6;;;;Aerdenhout;2111XV;;NL;Mies Noltelaan 6;;;;Aerdenhout;2111XV;;NL;NL;;FULLY_CORROBORATED;RA000463;34372080;724500A93Z8V1MJK5349
72450081RFGB4QJ4CF56;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Ticon Pensioen en Belegging B.V.;ACTIVE;RA000463;33204587;Besloten Vennootschap;Oesterbank 6;;;;Goes;4465AR;;NL;Oesterbank 6;;;;Goes;4465AR;;NL;NL;;FULLY_CORROBORATED;RA000463;33204587;724500A93Z8V1MJK5349
724500DZRIZM6SWEME22;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Theo Schetters Holding B.V.;ACTIVE;RA000463;59828501;Besloten Vennootschap;Sering 36;;;;Cuijk;5432DD;;NL;Sering 36;;;;Cuijk;5432DD;;NL;NL;;FULLY_CORROBORATED;RA000463;59828501;724500A93Z8V1MJK5349
724500FEFXAAFFBTH515;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Stichting Riemerfonds voor Ooglijders;ACTIVE;RA000463;66570271;Stichting;Vredehofweg 58;;;;Rotterdam;3062ES;;NL;Vredehofweg 58;;;;Rotterdam;3062ES;;NL;NL;;FULLY_CORROBORATED;RA000463;66570271;724500A93Z8V1MJK5349
724500GTOFKC1TSK1N40;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Thebel Beheer B.V.;ACTIVE;RA000463;17097906;Besloten Vennootschap;Burgemeester Aartslaan 36a;;;;Bergeijk;5571TS;;NL;Burgemeester Aartslaan 36a;;;;Bergeijk;5571TS;;NL;NL;;FULLY_CORROBORATED;RA000463;17097906;724500A93Z8V1MJK5349
724500NOWRC63MSXO564;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Tandartspraktijk Kroeven;ACTIVE;RA000463;20164449;Eenmanszaak;Kroevenlaan 33;;;;Roosendaal;4707BJ;;NL;Kroevenlaan 33;;;;Roosendaal;4707BJ;;NL;NL;SOLE_PROPRIETOR;FULLY_CORROBORATED;RA000463;20164449;724500A93Z8V1MJK5349
724500UER680UCN0T776;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;AMG Enschede Beheer B.V.;ACTIVE;RA000463;08121392;Besloten Vennootschap;J.J. van Deinselaan 34B;;;;Enschede;7541PE;;NL;J.J. van Deinselaan 34B;;;;Enschede;7541PE;;NL;NL;;FULLY_CORROBORATED;RA000463;08121392;724500A93Z8V1MJK5349
7245002ON5KSMTO81H32;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Stichting Katholiek, Protestants-Christelijk en Algemeen-Bijzonder Primair Onderwijs De Linge;ACTIVE;RA000463;41055488;Stichting;Polseweg 13;;;;Huissen;6851DA;;NL;Polseweg 13;;;;Huissen;6851DA;;NL;NL;;FULLY_CORROBORATED;RA000463;41055488;724500A93Z8V1MJK5349
724500MVTMCM3QCGKA87;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Tabac & Gifts Patrick Lejewaan;ACTIVE;RA000463;27071100;Eenmanszaak;Terletstraat 23;;;;'s-Gravenhage;2573EW;;NL;Terletstraat 23;;;;'s-Gravenhage;2573EW;;NL;NL;SOLE_PROPRIETOR;FULLY_CORROBORATED;RA000463;27071100;724500A93Z8V1MJK5349
72450027N8TDIKGP7G36;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Stichting Pastoor Lesscher Fonds;ACTIVE;RA000463;57354286;Stichting;Reigerweg 52;;;;Hengelo;7557PX;;NL;Reigerweg 52;;;;Hengelo;7557PX;;NL;NL;;FULLY_CORROBORATED;RA000463;57354286;724500A93Z8V1MJK5349
724500W7LU5MCGWUF188;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Taalteam;ACTIVE;RA000463;62367927;Eenmanszaak;Hamseweg 37C;;;;Hoogland;3828AA;;NL;Hamseweg 37C;;;;Hoogland;3828AA;;NL;NL;SOLE_PROPRIETOR;FULLY_CORROBORATED;RA000463;62367927;724500A93Z8V1MJK5349
724500GCJ43S9QD68396;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;TVL Investment B.V.;ACTIVE;RA000463;67271065;Besloten Vennootschap;Groene Woud 11;;;;Asten;5721JK;;NL;Groene Woud 11;;;;Asten;5721JK;;NL;NL;;FULLY_CORROBORATED;RA000463;67271065;724500A93Z8V1MJK5349
724500EHHVWXZ9XVHK06;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;T.A. de Bondt Beheer B.V.;ACTIVE;RA000463;24374579;Besloten Vennootschap;Dorpsstraat 47;;;;Wijngaarden;3366BD;;NL;Dorpsstraat 47;;;;Wijngaarden;3366BD;;NL;NL;;FULLY_CORROBORATED;RA000463;24374579;724500A93Z8V1MJK5349
724500B5MI7RK28CNY32;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;T. Troost Holding B.V.;ACTIVE;RA000463;09080726;Besloten Vennootschap;Baron van Nagellstraat 2B;;;;Voorthuizen;3781AR;;NL;Baron van Nagellstraat 2B;;;;Voorthuizen;3781AR;;NL;NL;;FULLY_CORROBORATED;RA000463;09080726;724500A93Z8V1MJK5349
7245006PZKVU0DMB1J61;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;CoBelCo N.V.;ACTIVE;RA000463;70328765;Naamloze Vennootschap;Heereweg 282;;;;Groet;1873GG;;NL;Heereweg 282;;;;Groet;1873GG;;NL;NL;;FULLY_CORROBORATED;RA000463;70328765;724500A93Z8V1MJK5349
72450058PNLBLJ14L985;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;T. Kuperus Holding B.V.;ACTIVE;RA000463;27245886;Besloten Vennootschap;Buitenom 243;;;;Zoetermeer;2711KB;;NL;Buitenom 243;;;;Zoetermeer;2711KB;;NL;NL;;FULLY_CORROBORATED;RA000463;27245886;724500A93Z8V1MJK5349
724500HNQJ8WZWGB3711;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Van Heemstra Holding B.V.;ACTIVE;RA000463;27254024;Besloten Vennootschap;Bronovolaan 8;;;;'s-Gravenhage;2597AZ;;NL;Bronovolaan 8;;;;'s-Gravenhage;2597AZ;;NL;NL;;FULLY_CORROBORATED;RA000463;27254024;724500A93Z8V1MJK5349
7245002PU8PG27MRBC08;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Stichting voor Ooglijders;ACTIVE;RA000463;41125494;Stichting;Vredehofweg 58;;;;Rotterdam;3062ES;;NL;Vredehofweg 58;;;;Rotterdam;3062ES;;NL;NL;;FULLY_CORROBORATED;RA000463;41125494;724500A93Z8V1MJK5349
724500MYQI4AGY1TEC25;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Stichting tot Dienstverlening aan Entréa;ACTIVE;RA000463;41261225;Stichting;Hengstdal 6;;;;Ubbergen;6574NA;;NL;Hengstdal 6;;;;Ubbergen;6574NA;;NL;NL;;FULLY_CORROBORATED;RA000463;41261225;724500A93Z8V1MJK5349
724500EBKFFN0RJQKS64;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;ZorgRegt B.V.;ACTIVE;RA000463;09202268;Besloten Vennootschap;Wethouder Timmermanpark 1;;;;Valburg;6675CB;;NL;Wethouder Timmermanpark 1;;;;Valburg;6675CB;;NL;NL;;FULLY_CORROBORATED;RA000463;09202268;724500A93Z8V1MJK5349
724500LSEF1AB1ACZ987;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Stichting Wensenfonds Swetterhage;ACTIVE;RA000463;41166782;Stichting;Blankaartweg 2;;;;Zoeterwoude;2381AD;;NL;Blankaartweg 2;;;;Zoeterwoude;2381AD;;NL;NL;;FULLY_CORROBORATED;RA000463;41166782;724500A93Z8V1MJK5349
7245009WAIB3DZ0BZ439;27-12-2022;ISSUED;02-07-2014;27-12-2023;;;;;Cor-Beaux B.V.;ACTIVE;RA000463;30087885;Besloten Vennootschap;Schapendrift 53;;;;Blaricum;1261HM;;NL;Schapendrift 53;;;;Blaricum;1261HM;;NL;NL;;FULLY_CORROBORATED;RA000463;30087885;724500A93Z8V1MJK5349
724500I7R8NXSNNPXQ38;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Stichting Sixtus Gerhardus Aaltienus Dinckgreve Fonds;ACTIVE;RA000463;41017457;Stichting;Brink 21;;;;Gieten;9461AR;;NL;Brink 21;;;;Gieten;9461AR;;NL;NL;;FULLY_CORROBORATED;RA000463;41017457;724500A93Z8V1MJK5349
724500X9NMF65VL7CY46;27-12-2022;ISSUED;16-06-2014;27-12-2023;;;;;Nieuwenhuijsen van Holland B.V.;ACTIVE;RA000463;16089869;Besloten Vennootschap;Boeimeerhof 73;;;;Breda;4818RL;;NL;Boeimeerhof 73;;;;Breda;4818RL;;NL;NL;;FULLY_CORROBORATED;RA000463;16089869;724500A93Z8V1MJK5349
724500TDGXGZ3PXQOK90;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Beheermaatschappij Damen B.V.;ACTIVE;RA000463;18114500;Besloten Vennootschap;Driestapelenstoel 4;;;;Kaatsheuvel;5171VK;;NL;Driestapelenstoel 4;;;;Kaatsheuvel;5171VK;;NL;NL;;FULLY_CORROBORATED;RA000463;18114500;724500A93Z8V1MJK5349
7245009BV0QU5GIEQH68;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Nummer 4 B.V.;ACTIVE;RA000463;70218544;Besloten Vennootschap;Roekdonk 4;;;;Veghel;5467DP;;NL;Roekdonk 4;;;;Veghel;5467DP;;NL;NL;;FULLY_CORROBORATED;RA000463;70218544;724500A93Z8V1MJK5349
724500L4I2PYN67NDG50;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Nady B.V.;ACTIVE;RA000463;29018278;Besloten Vennootschap;Kanaalweg 33;;;;Capelle aan den IJssel;2903LR;;NL;Kanaalweg 33;;;;Capelle aan den IJssel;2903LR;;NL;NL;;FULLY_CORROBORATED;RA000463;29018278;724500A93Z8V1MJK5349
7245006X9XI1DQ0SAL75;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Zandman Holding B.V.;ACTIVE;RA000463;50080369;Besloten Vennootschap;Oude Velperweg 27;;;;Arnhem;6824HA;;NL;Oude Velperweg 27;;;;Arnhem;6824HA;;NL;NL;;FULLY_CORROBORATED;RA000463;50080369;724500A93Z8V1MJK5349
724500DTMM6425YCLZ34;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Erin Beheer B.V.;ACTIVE;RA000463;24406558;Besloten Vennootschap;Van der Meulenstraat 37;;;;Barendrecht;2992KM;;NL;Van der Meulenstraat 37;;;;Barendrecht;2992KM;;NL;NL;;FULLY_CORROBORATED;RA000463;24406558;724500A93Z8V1MJK5349
724500WLV1KVGCFMAH86;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Yard Energy Group B.V.;ACTIVE;RA000463;32111620;Besloten Vennootschap;Maanlander 47;;;;Amersfoort;3824MN;;NL;Maanlander 47;;;;Amersfoort;3824MN;;NL;NL;;FULLY_CORROBORATED;RA000463;32111620;724500A93Z8V1MJK5349
724500OOT1RJPTYCFF63;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Stichting Bijzondere Voorzieningen Moederschapszorg;ACTIVE;RA000463;41070808;Stichting;Universiteitssingel 60;;;;Maastricht;6229ER;;NL;Universiteitssingel 60;;;;Maastricht;6229ER;;NL;NL;;FULLY_CORROBORATED;RA000463;41070808;724500A93Z8V1MJK5349
724500RDKO6GMOOHE044;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Winnetka Holding B.V.;ACTIVE;RA000463;28073979;Besloten Vennootschap;Park Klinkenberg 54;;;;Warmond;2361WZ;;NL;Park Klinkenberg 54;;;;Warmond;2361WZ;;NL;NL;;FULLY_CORROBORATED;RA000463;28073979;724500A93Z8V1MJK5349
7245008WRRS6TMYDF487;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Safier Zwolle B.V.;ACTIVE;RA000463;05052329;Besloten Vennootschap;Oostendorperwegje 3;;;;Oosterwolde Gld;8097PP;;NL;Oostendorperwegje 3;;;;Oosterwolde Gld;8097PP;;NL;NL;;FULLY_CORROBORATED;RA000463;05052329;724500A93Z8V1MJK5349
724500MYQFF986CLVN43;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Safe Beheer B.V.;ACTIVE;RA000463;30226697;Besloten Vennootschap;Gravin Adelheidlaan 3;;;;Nieuwegein;3434DA;;NL;Gravin Adelheidlaan 3;;;;Nieuwegein;3434DA;;NL;NL;;FULLY_CORROBORATED;RA000463;30226697;724500A93Z8V1MJK5349
724500CDJVRPS6C60N63;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Winmar Beheer B.V.;ACTIVE;RA000463;30102487;Besloten Vennootschap;Mauritslaan 3B;;;;De Meern;3454XP;;NL;Mauritslaan 3B;;;;De Meern;3454XP;;NL;NL;;FULLY_CORROBORATED;RA000463;30102487;724500A93Z8V1MJK5349
724500T7BJSR6BS0CC40;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Kockerbeck Beheer B.V.;ACTIVE;RA000463;09105921;Besloten Vennootschap;Rehmannstrasse 78;;;;Goch;D-47574;;DE;Rehmannstrasse 78;;;;Goch;D-47574;;DE;NL;;FULLY_CORROBORATED;RA000463;09105921;724500A93Z8V1MJK5349
724500N2ZEK6D6MHMX57;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Sabot Beheer B.V.;ACTIVE;RA000463;31045877;Besloten Vennootschap;Middelwijkstraat 46;;;;Soest;3764CH;;NL;Middelwijkstraat 46;;;;Soest;3764CH;;NL;NL;;FULLY_CORROBORATED;RA000463;31045877;724500A93Z8V1MJK5349
7245002DDPESCGNSOX49;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Stichting for the Holding and Administration of Shares under the Royal Dutch Shell Employee Share Plans;ACTIVE;RA000463;27277509;Stichting;Herikerbergweg 238;Luna ArenA;;;Amsterdam;1101CM;;NL;Herikerbergweg 238;Luna ArenA;;;Amsterdam;1101CM;;NL;NL;;FULLY_CORROBORATED;RA000463;27277509;724500A93Z8V1MJK5349
724500HC8AHBB06KYY87;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Wim Mol Arnhem Beheer B.V.;ACTIVE;RA000463;09180844;Besloten Vennootschap;Frida Heilstraat 3;;;;Arnhem;6836WG;;NL;Frida Heilstraat 3;;;;Arnhem;6836WG;;NL;NL;;FULLY_CORROBORATED;RA000463;09180844;724500A93Z8V1MJK5349
724500V3Q7B3SMT7IG22;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;S.M.S. (Schouwink Management Service) Holding B.V.;ACTIVE;RA000463;24435137;Besloten Vennootschap;Goidschalxoordsedijk 1;;;;Heinenoord;3274BG;;NL;Goidschalxoordsedijk 1;;;;Heinenoord;3274BG;;NL;NL;;FULLY_CORROBORATED;RA000463;24435137;724500A93Z8V1MJK5349
724500CHBWKWVFC8K641;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Wilva Beheer B.V.;ACTIVE;RA000463;17245400;Besloten Vennootschap;Generaal de Gaullelaan 54;;;;Eindhoven;5623KT;;NL;Generaal de Gaullelaan 54;;;;Eindhoven;5623KT;;NL;NL;;FULLY_CORROBORATED;RA000463;17245400;724500A93Z8V1MJK5349
7245004WFK0SENN6PF70;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Diaconie Protestantse gemeente te Bodegraven;ACTIVE;RA000463;76341763;Kerkgenootschap;Oude Markt 1;;;;Bodegraven;2411AW;;NL;Oude Markt 1;;;;Bodegraven;2411AW;;NL;NL;;FULLY_CORROBORATED;RA000463;76341763;724500A93Z8V1MJK5349
724500RJWR4K2773EN09;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Wieha Consultancy B.V.;ACTIVE;RA000463;24425181;Besloten Vennootschap;Westhilstraat 1;;;;Hellevoetsluis;3223BX;;NL;Westhilstraat 1;;;;Hellevoetsluis;3223BX;;NL;NL;;FULLY_CORROBORATED;RA000463;24425181;724500A93Z8V1MJK5349
724500UCVMXD4K3HCV07;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Rozendaal Holding B.V.;ACTIVE;RA000463;08116215;Besloten Vennootschap;Oude Larenseweg 3;;;;Epse;7214PA;;NL;Oude Larenseweg 3;;;;Epse;7214PA;;NL;NL;;FULLY_CORROBORATED;RA000463;08116215;724500A93Z8V1MJK5349
7245006938EEGXQV9654;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;WiMar Beheer B.V.;ACTIVE;RA000463;17141664;Besloten Vennootschap;Eind 14;;;;Haaren;5076TG;;NL;Eind 14;;;;Haaren;5076TG;;NL;NL;;FULLY_CORROBORATED;RA000463;17141664;724500A93Z8V1MJK5349
724500B1B0CKR5S42333;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;'n Kasper B.V.;ACTIVE;RA000463;08114304;Besloten Vennootschap;Trelliesweg 2;;;;Enter;7468MG;;NL;Trelliesweg 2;;;;Enter;7468MG;;NL;NL;;FULLY_CORROBORATED;RA000463;08114304;724500A93Z8V1MJK5349
724500CAPJFNDSY2NT63;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Web Wensen B.V.;ACTIVE;RA000463;62967061;Besloten Vennootschap;De Dommel 14;;;;Naaldwijk;2673BH;;NL;De Dommel 14;;;;Naaldwijk;2673BH;;NL;NL;;FULLY_CORROBORATED;RA000463;62967061;724500A93Z8V1MJK5349
7245006W30R2Q3MJKL19;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Ekelenkamp-Roeloffzen Holding B.V.;ACTIVE;RA000463;06042237;Besloten Vennootschap;van den Steen van Ommerenstraat 2;;;;Nijverdal;7443ZA;;NL;van den Steen van Ommerenstraat 2;;;;Nijverdal;7443ZA;;NL;NL;;FULLY_CORROBORATED;RA000463;06042237;724500A93Z8V1MJK5349
